idOferta;nick;pais;tipoVendedor;ventas;stock;language;quality;hayIconoEsp;iconoEsp;hayFoto;hayComentario;comentario;quantity;precio;moneda;finiOferta;ffinOferta
articleRow1779841857;Games-Island;Germany;Private;523577,0;27423,0;German;PO;False;-;False;True;Buy from the biggest TCG-Onlineshop in Europe! // BOX  - 1066 X;1;28,11;€;2025-04-10;2025-04-14
articleRow1790358652;MagicVortex;Belgium;Private;42881,0;13953,0;English;PL;False;-;False;False;-;1;30,0;€;2025-04-10;
articleRow1768012819;LaConteaCaG;Italy;Professional;3654,0;1322,0;English;PL;False;-;False;False;-;1;30,0;€;2025-04-10;
articleRow1819738484;Milan015;Netherlands;Private;0,0;1,0;English;GD;False;-;True;True;I reply fast! Free sleeve and toploader;1;32,0;€;2025-04-10;
articleRow1818970831;IlRifugio25;Italy;Private;26,0;791,0;Italian;LP;False;-;False;False;-;1;35,0;€;2025-04-10;
articleRow1541423466;kschwenk;Germany;Private;16,0;7,0;German;GD;False;-;True;False;-;1;35,0;€;2025-04-10;
articleRow1803905369;Edwinho;Germany;Private;0,0;3,0;German;GD;False;-;True;False;-;1;35,0;€;2025-04-10;
articleRow1805555192;R-Cards;Netherlands;Private;37,0;166,0;English;GD;False;-;False;False;-;1;38,5;€;2025-04-10;2025-04-14
articleRow1561512510;matteotozzini;Italy;Private;323,0;296,0;English;GD;False;-;False;False;-;1;39,9;€;2025-04-10;
articleRow1819738680;REDO-SHOP;France;Professional;7519,0;2614,0;French;PO;False;-;False;True;c4p17 very poor ask for picture;1;39,98;€;2025-04-10;
articleRow1420733337;Roll-n-Trade;Greece;Professional;16984,0;58131,0;English;GD;False;-;False;True;Secure & Fast Shipping! (I);1;39,99;€;2025-04-10;
articleRow1696042758;Luckystrike9620;Belgium;Private;3072,0;12852,0;English;GD;False;-;True;True;GD+;1;39,99;€;2025-04-10;
articleRow1686436933;FFleischer;Germany;Private;511,0;35,0;German;GD;False;-;True;True;micro scratches mostly on back;1;40,0;€;2025-04-10;2025-04-14
articleRow1506515610;MagicHistory-PERUGIA;Italy;Professional;16187,0;101605,0;Italian;PL;False;-;False;True;PL | Store in Perugia!;1;41,92;€;2025-04-10;2025-04-14
articleRow1799123247;Jeff-Pesos;Italy;Professional;1436,0;83959,0;Italian;PL;False;-;False;True;C.0.3;1;41,93;€;2025-04-10;2025-04-14
